Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Warm Male,-0.012042,0.00462,0.988030215,0.979123789,0.997018,-0.104297,0.040922,0.989624501,0.981718755,0.997594,-0.000361,0.000597,0.995389859,0.980592463,1.010411,-0.001933,0.000579,0.987514104,0.980256546,0.994825
Cold All,0.016357,0.004139,1.016491508,1.00827864,1.024771,0.099424,0.037374,1.00999199,1.002620524,1.017418,0.000839,0.000442,1.010797072,0.999650365,1.022068,0.001653,0.000523,1.010802429,1.004089821,1.017560
Cold Female,0.024482,0.005047,1.024784145,1.014696832,1.034972,0.145537,0.045709,1.014660121,1.005610416,1.023791,0.000957,0.000541,1.012324934,0.998677867,1.026158,0.00273,0.000638,1.017903378,1.009663271,1.026211
Cold Male,0.008508,0.005205,1.008544296,0.998307634,1.018886,0.055442,0.046831,1.005559598,0.996371921,1.014832,0.000727,0.000556,1.009349032,0.995367436,1.023527,0.000618,0.000656,1.004025079,0.995668966,1.012451
Age 0-10 All,0.024561,0.031514,1.024865106,0.963477215,1.090164,0.003237,0.283338,1.000323752,0.946285888,1.057447,-0.002476,0.003725,0.968804153,0.88236842,1.063707,0.000481,0.003948,1.003131393,0.953924244,1.054877
Age 0-10 Female,0.017441,0.043945,1.017593982,0.933614936,1.109127,0.102374,0.381473,1.010289981,0.937506762,1.088724,-0.011981,0.005241,0.857823596,0.752132324,0.978367,0.000257,0.005515,1.001671896,0.933708862,1.074582
Age 0-10 Male,0.028612,0.038214,1.029025255,0.954767484,1.109058,-0.080619,0.351168,0.99197051,0.92599094,1.062651,0.003558,0.004498,1.046595379,0.934911484,1.171621,0.000626,0.004779,1.00407729,0.944768401,1.067109
Age 11-60 All,-0.005092,0.005042,0.994920942,0.985137238,1.004802,-0.057829,0.04521,0.994233789,0.985462643,1.003083,-0.000366,0.00061,0.995326157,0.980209965,1.010675,-0.001175,0.00063,0.992391592,0.984458338,1.000389
Age 11-60 Female,0.001567,0.007073,1.001568228,0.987779208,1.015550,-0.038741,0.06361,0.996133395,0.983791141,1.008630,0.000376,0.000854,1.0048244,0.983524872,1.026585,-0.000336,0.000884,0.997818383,0.986643836,1.009119
Age 11-60 Male,-0.010169,0.006255,0.989882529,0.977820856,1.002093,-0.072313,0.055983,0.992794783,0.981960723,1.003748,-0.000936,0.000758,0.988090684,0.969477993,1.007061,-0.001813,0.000783,0.988284665,0.978475119,0.998193
Age 60+All,0.000576,0.003728,1.000576166,0.993291722,1.007914,0.019947,0.033136,1.001996691,0.995510154,1.008525,0.000513,0.000451,1.006588006,0.995262967,1.018042,0.000005,0.000464,1.000032501,0.994138387,1.005962
Age 60+ Female,0.00365,0.004742,1.003656669,0.994371579,1.013028,0.075228,0.041957,1.007551167,0.999299473,1.015871,0.000382,0.000575,1.004901574,0.990509323,1.019503,0.00063,0.00059,1.004103396,0.996584247,1.011679
Age 60+ Male,-0.00266,0.005073,0.997343535,0.987476006,1.007310,-0.039269,0.04528,0.9960808,0.987279814,1.004960,0.000653,0.000613,1.008393429,0.993004042,1.024021,-0.000654,0.000631,0.995758023,0.987785273,1.003795
All: LAG 7,0.005116,0.003262,1.005129109,0.998723296,1.011576,0.023163,0.029524,1.002318985,0.996535611,1.008136,0.000388,0.000397,1.004978753,0.995018911,1.015038,0.000313,0.000406,1.002036571,0.996866978,1.007233
Female,0.007096,0.004117,1.007121236,0.999027154,1.015281,0.05249,0.03715,1.0052628,0.997969664,1.012609,0.000634,0.0005,1.008148217,0.995580993,1.020874,0.000525,0.000513,1.003418329,0.996881752,1.009998
Male,0.003265,0.004176,1.003270336,0.995092123,1.011516,-0.004574,0.037892,0.999542705,0.992146767,1.006994,0.000155,0.00051,1.001985969,0.989247348,1.014889,0.000113,0.00052,1.00073477,0.994127014,1.007386
Warm All,-0.002299,0.003943,0.997703641,0.990022826,1.005444,-0.031503,0.035455,0.996854657,0.989951348,1.003806,0.000558,0.000512,1.007167968,0.994313573,1.020189,-0.000482,0.000492,0.996871903,0.990642972,1.003140
Warm Female,-0.001547,0.004579,0.998454196,0.989533321,1.007455,-0.024118,0.040992,0.997591106,0.98960814,1.005638,0.001304,0.000593,1.016831276,1.001815662,1.032072,-0.000401,0.000571,0.997396894,0.990167617,1.004679
Warm Male,-0.002975,0.004584,0.997029421,0.988111592,1.006028,-0.03845,0.041377,0.996162383,0.988116284,1.004274,-0.000137,0.000597,0.998247937,0.983408052,1.013312,-0.000554,0.000571,0.996405476,0.989183385,1.003680
Cold All,0.018599,0.004112,1.018773039,1.010595216,1.027017,0.120508,0.037327,1.012123703,1.004745934,1.019556,0.000139,0.000443,1.001780784,0.99070865,1.012977,0.001616,0.000521,1.010559361,1.003873944,1.017289
Cold Female,0.023318,0.00502,1.02359199,1.013570049,1.033713,0.195801,0.045543,1.019773047,1.010710624,1.028917,-0.000227,0.000541,0.997098617,0.983656815,1.010724,0.002175,0.000637,1.014237907,1.006040289,1.022502
Cold Male,0.014096,0.005165,1.014195817,1.003980501,1.024515,0.049018,0.046856,1.004913833,0.995727179,1.014185,0.00049,0.000556,1.00629171,0.992352464,1.020427,0.001074,0.000654,1.007005424,0.998649952,1.015431
Age 0-10 All,0.014445,0.031272,1.014549833,0.954232315,1.078680,-0.137514,0.282886,0.986342719,0.933142781,1.042576,0.00405,0.003693,1.053207216,0.96001153,1.155450,-0.000606,0.003945,0.996068748,0.947244249,1.047410
Age 0-10 Female,0.025867,0.043685,1.026204454,0.941994729,1.117942,0.302829,0.381035,1.030746091,0.956571291,1.110673,0.002456,0.00519,1.031936155,0.905951125,1.175441,0.001261,0.005533,1.008230183,0.939606677,1.081866
Age 0-10 Male,0.006533,0.037778,1.006554387,0.934716616,1.083913,-0.44532,0.350136,0.956444993,0.893008968,1.024387,0.004978,0.004444,1.065792229,0.953350486,1.191496,-0.001816,0.004754,0.988265394,0.9301867,1.049970
Age 11-60 All,-0.000377,0.005018,0.999623071,0.989839688,1.009503,-0.012093,0.045649,0.998791431,0.989894899,1.007768,0.000209,0.000611,1.002678782,0.987426152,1.018167,-0.000531,0.000626,0.99655445,0.988638297,1.004534
Age 11-60 Female,0.001582,0.007052,1.001583252,0.987834683,1.015523,-0.016433,0.064266,0.998358049,0.985861465,1.011013,0.000683,0.000854,1.008780726,0.987397335,1.030627,-0.000322,0.00088,0.997909189,0.98678391,1.009160
Age 11-60 Male,-0.001852,0.006216,0.998149714,0.986062676,1.010385,-0.008762,0.056512,0.999124184,0.988118596,1.010252,-0.000155,0.000759,0.998017967,0.979193709,1.017204,-0.000691,0.000776,0.995518572,0.985725126,1.005409
Age 60+All,0.007967,0.003698,1.007998821,1.000719178,1.015331,0.043364,0.033378,1.004345816,0.997796743,1.010938,0.000447,0.000451,1.005738,0.994422524,1.017182,0.000773,0.00046,1.005037144,0.999164449,1.010944
Age 60+ Female,0.009389,0.004707,1.009433215,1.000163293,1.018789,0.080626,0.042282,1.00809519,0.999775353,1.016484,0.000599,0.000573,1.007696668,0.993314226,1.022287,0.000892,0.000586,1.005814841,0.99833375,1.013352
Age 60+ Male,0.006464,0.005032,1.006484937,0.996607049,1.016461,0.003427,0.045604,1.000342759,0.991441153,1.009324,0.000288,0.000614,1.003693203,0.988350752,1.019274,0.000644,0.000625,1.004194774,0.996230622,1.012223
All: LAG 8,0.004548,0.003271,1.004558358,0.998138575,1.011019,0.073965,0.029597,1.007423922,1.001596761,1.013285,-0.000651,0.000397,0.991701822,0.981873561,1.001628,0.0006,0.000405,1.003907615,0.998741093,1.009101
Female,0.006878,0.004123,1.006901708,0.998797643,1.015072,0.096828,0.037286,1.00972983,1.002377566,1.017136,-0.000306,0.0005,0.996090861,0.983673939,1.008665,0.000983,0.00051,1.006409956,0.999892106,1.012970
Male,0.002351,0.00419,1.002353766,0.994155744,1.010619,0.05226,0.037951,1.005239679,0.99779005,1.012745,-0.000974,0.000509,0.987610194,0.975078799,1.000303,0.000237,0.000519,1.001541687,0.994941279,1.008186
Warm All,0.001677,0.003963,1.001678407,0.993928029,1.009489,0.061237,0.035441,1.006142488,0.999177602,1.013156,-0.000796,0.000513,0.98986293,0.977204882,1.002685,0.000091,0.00049,1.000591675,0.994364837,1.006858
Warm Female,0.001113,0.004593,1.00111362,0.992141759,1.010167,0.067976,0.041005,1.006820756,0.998761388,1.014945,-0.000513,0.000594,0.993455112,0.97876014,1.008371,0.000114,0.000567,1.000741275,0.993538387,1.007996
Warm Male,0.002173,0.004612,1.002175363,0.993157001,1.011276,0.054679,0.041297,1.005482876,0.997377134,1.013654,-0.001059,0.000598,0.986536258,0.971846096,1.001448,0.000067,0.00057,1.000435595,0.993196946,1.007727
Cold All,0.009375,0.004092,1.009419083,1.001355598,1.017547,0.086038,0.037849,1.008640919,1.001186099,1.016151,-0.000494,0.000441,0.993696749,0.982763274,1.004752,0.001428,0.000517,1.009325211,1.002699056,1.015995
Cold Female,0.016371,0.004992,1.016505739,1.00660842,1.026500,0.142117,0.046165,1.014313166,1.005176713,1.023533,-0.00005,0.00054,0.999360205,0.985912649,1.012991,0.002495,0.000631,1.016349717,1.008212096,1.024553
Cold Male,0.00265,0.005138,1.002653514,0.992606984,1.012802,0.031889,0.047534,1.00319399,0.993890972,1.012584,-0.000916,0.000552,0.988343668,0.974750853,1.002126,0.000402,0.000649,1.002616417,0.994360701,1.010941
Age 0-10 All,0.025204,0.031161,1.025524306,0.9647642,1.090111,0.301562,0.283245,1.030615504,0.974959039,1.089449,0.001845,0.003714,1.023897066,0.932803387,1.123887,0.002702,0.003875,1.017718136,0.968695944,1.069221
Age 0-10 Female,-0.036014,0.044735,0.964626789,0.883649666,1.053025,-0.149097,0.397304,0.985200899,0.911392815,1.064986,0.003019,0.005203,1.03939956,0.912205793,1.184329,0.000009,0.005632,1.000058502,0.930816445,1.074451
Age 0-10 Male,0.060965,0.037038,1.062861713,0.988437881,1.142889,0.591518,0.341927,1.060936279,0.992164963,1.134474,0.001069,0.004485,1.013777243,0.905890827,1.134512,0.004172,0.004574,1.027489039,0.969325549,1.089143
Age 11-60 All,0.000145,0.005033,1.000145011,0.990327403,1.010060,0.063271,0.045765,1.006347158,0.997360649,1.015415,-0.000799,0.000611,0.98982492,0.974767822,1.005115,-0.000467,0.000625,0.996969102,0.989062257,1.004939
Age 11-60 Female,-0.002155,0.00706,0.99784732,0.984134603,1.011751,0.068957,0.064463,1.00691953,0.994277389,1.019722,-0.000154,0.000857,0.998030742,0.9768017,1.019721,-0.000626,0.000877,0.995939267,0.984873591,1.007129
Age 11-60 Male,0.00187,0.006241,1.00187175,0.989691144,1.014202,0.058777,0.05659,1.005895008,0.994799629,1.017114,-0.001287,0.000758,0.983661348,0.965132092,1.002546,-0.000352,0.000774,0.997714615,0.987924738,1.007602
Age 60+All,0.006727,0.003706,1.006749677,0.999463384,1.014089,0.07763,0.033486,1.00779321,1.001200464,1.014429,-0.000598,0.00045,0.99237482,0.98123431,1.003642,0.001154,0.000458,1.007529203,1.001667469,1.013425
Age 60+ Female,0.011262,0.004714,1.011325655,1.002024607,1.020713,0.111124,0.042499,1.011174372,1.002786471,1.019632,-0.000404,0.000572,0.994842148,0.980667775,1.009221,0.001714,0.000582,1.011203292,1.003733271,1.018729
Age 60+ Male,0.001933,0.005047,1.001934869,0.99207247,1.011895,0.04177,0.045753,1.004185736,0.995220869,1.013231,-0.000802,0.000613,0.989786911,0.974681484,1.005126,0.000561,0.000624,1.003653157,0.995705986,1.011664
All: LAG 9,0.001476,0.003289,1.00147709,0.995041892,1.007954,0.031213,0.029506,1.003126176,0.997341664,1.008944,-0.00049,0.000395,0.993747628,0.983948461,1.003644,0.0002,0.000406,1.001300845,0.996135048,1.006493
Female,0.004131,0.004156,1.004139544,0.995993288,1.012352,0.069845,0.03728,1.007008949,0.999677672,1.014394,-0.000167,0.000499,0.997864683,0.985450372,1.010435,0.000439,0.000513,1.002857575,0.996324651,1.009433
Male,-0.001015,0.004216,0.998985515,0.990764551,1.007275,-0.005061,0.037802,0.999494028,0.992115951,1.006927,-0.000792,0.000506,0.989913612,0.977426553,1.002560,-0.000025,0.000521,0.999837513,0.993223028,1.006496
Warm All,-0.001669,0.003995,0.998332392,0.990545775,1.006180,0.02383,0.035231,1.002385842,0.995487934,1.009332,-0.000766,0.000513,0.99024311,0.9775802,1.003070,-0.00035,0.000491,0.997727586,0.99150594,1.003988
Warm Female,-0.000375,0.004635,0.99962507,0.990585001,1.008748,0.062402,0.040852,1.006259711,0.998234768,1.014349,-0.00041,0.000595,0.994765747,0.980026801,1.009726,-0.000186,0.000569,0.998791731,0.991577609,1.006058
Warm Male,-0.002865,0.004655,0.9971391,0.988082779,1.006278,-0.011994,0.041038,0.998801319,0.990799736,1.006868,-0.001096,0.000597,0.986069145,0.97141031,1.000949,-0.000503,0.000572,0.996735839,0.989498747,1.004026
Cold All,0.005898,0.004093,1.005915427,0.997877975,1.014018,0.034499,0.03797,1.003455858,0.996015738,1.010952,-0.000279,0.000438,0.996435169,0.985545737,1.007445,0.00103,0.000519,1.006717462,1.000082943,1.013396
Cold Female,0.010074,0.005004,1.010124914,1.000266195,1.020081,0.065515,0.046425,1.006573008,0.997455443,1.015774,0.000014,0.000536,1.000179216,0.986819663,1.013720,0.001254,0.000635,1.00818431,1.000061102,1.016374
Cold Male,0.001888,0.005136,1.001889783,0.991854793,1.012026,0.00448,0.04761,1.0004481,0.991155782,1.009828,-0.000553,0.00055,0.992946593,0.979339612,1.006743,0.000813,0.00065,1.005298488,0.997007985,1.013658
Age 0-10 All,0.058837,0.031475,1.060602348,0.997150069,1.128092,0.412078,0.279486,1.042068625,0.986520221,1.100745,0.003131,0.003691,1.040890712,0.94883249,1.141881,0.00425,0.003973,1.028010108,0.97727126,1.081383
Age 0-10 Female,0.093895,0.044695,1.098444403,1.006312641,1.199011,0.447735,0.380609,1.045790961,0.970614538,1.126790,0.003429,0.005105,1.044868667,0.919262979,1.187637,0.009912,0.005623,1.066548784,0.992816903,1.145756
Age 0-10 Male,0.035901,0.037653,1.036553223,0.962810295,1.115944,0.371923,0.343223,1.037892588,0.970368475,1.110115,0.002909,0.004487,1.037937115,0.927433063,1.161608,0.00064,0.00477,1.004168665,0.944962722,1.067084
Age 11-60 All,-0.007135,0.005071,0.992890394,0.983070777,1.002808,-0.027709,0.045763,0.997232935,0.988328202,1.006218,0.000146,0.000608,1.001870547,0.986704473,1.017270,-0.001277,0.000628,0.991733854,0.983830926,0.999700
Age 11-60 Female,-0.006059,0.007121,0.993959319,0.980182833,1.007929,-0.009107,0.064527,0.999089715,0.986533504,1.011806,0.000418,0.000852,1.005364739,0.984103134,1.027086,-0.000918,0.000883,0.994050767,0.982930936,1.005296
Age 11-60 Male,-0.007945,0.006288,0.992086478,0.979934565,1.004389,-0.041818,0.056546,0.995826932,0.984851101,1.006925,-0.000059,0.000754,0.999245085,0.98052067,1.018327,-0.001548,0.000778,0.989988453,0.980224433,0.999850
Age 60+All,0.005577,0.003727,1.00559258,0.998273572,1.012965,0.058836,0.033359,1.005900942,0.99934545,1.012499,-0.000873,0.000448,0.988887802,0.9778355,1.000065,0.000956,0.000459,1.006233347,1.000366407,1.012135
Age 60+ Female,0.008068,0.004748,1.008100634,0.998762686,1.017526,0.101303,0.042448,1.010181785,1.001812132,1.018621,-0.000464,0.000571,0.994078402,0.979939496,1.008421,0.000979,0.000585,1.00638379,0.998911193,1.013912
Age 60+ Male,0.002955,0.00508,1.00295937,0.993022655,1.012996,0.013821,0.045522,1.001383056,0.992488144,1.010358,-0.001302,0.000611,0.983472503,0.968512037,0.998664,0.000933,0.000626,1.006082926,0.998091084,1.014139
All: LAG 10,-0.000625,0.003308,0.999375195,0.992916527,1.005876,-0.01472,0.029769,0.998529083,0.992719905,1.004372,0.000247,0.000395,1.003166603,0.993274558,1.013157,-0.000203,0.00041,0.99868137,0.993478458,1.003912
Female,-0.001145,0.004178,0.998855655,0.990709545,1.007069,-0.011542,0.037565,0.998846466,0.991519226,1.006228,0.000496,0.000499,1.006368996,0.993848884,1.019047,-0.00037,0.000517,0.99759789,0.991048723,1.004190
Male,-0.000142,0.004241,0.99985801,0.991581278,1.008204,-0.017703,0.038155,0.998231266,0.990793957,1.005724,0.000012,0.000507,1.000153612,0.987512607,1.012956,-0.000047,0.000525,0.999694547,0.993030401,1.006403
Warm All,-0.003143,0.004022,0.996861934,0.989034445,1.004751,-0.029849,0.035722,0.99701955,0.990063287,1.004025,0.000402,0.000511,1.005158861,0.992355005,1.018128,-0.000523,0.000495,0.996606272,0.990341149,1.002911
Warm Female,-0.000779,0.004663,0.999221303,0.990130546,1.008396,0.002568,0.041369,1.000256833,0.992179219,1.008400,0.000806,0.000594,1.010370202,0.995425025,1.025540,-0.000334,0.000574,0.997831355,0.990561069,1.005155
Warm Male,-0.005352,0.00469,0.994662296,0.985560859,1.003848,-0.060164,0.041679,0.994001662,0.985914656,1.002155,0.000027,0.000595,1.00034566,0.985524039,1.015390,-0.000701,0.000578,0.995453865,0.988150544,1.002811
Cold All,0.0022,0.004115,1.002202422,0.994151768,1.010318,0.005022,0.03788,1.000502326,0.993101624,1.007958,-0.000043,0.000442,0.999449751,0.988428179,1.010594,0.000099,0.000523,1.000643707,0.993998561,1.007333
Cold Female,-0.004732,0.005035,0.995279178,0.985505472,1.005150,-0.055084,0.046386,0.994506743,0.985506008,1.003590,0.000057,0.00054,1.000729866,0.98726388,1.014380,-0.000929,0.000641,0.993979695,0.985895573,1.002130
Cold Male,0.008809,0.00515,1.008847913,0.998715825,1.019083,0.06191,0.04727,1.006210204,0.9969308,1.015576,-0.000147,0.000554,0.998120169,0.984343505,1.012090,0.001075,0.000653,1.00701197,0.998669166,1.015424
Age 0-10 All,0.019277,0.031543,1.019464001,0.958345154,1.084481,-0.31352,0.284585,0.969134378,0.91655733,1.024727,0.00733,0.003713,1.098366416,1.000672482,1.205598,-0.001379,0.003991,0.991076552,0.941944579,1.042771
Age 0-10 Female,0.003504,0.044335,1.003510146,0.919989888,1.094613,-0.095234,0.388108,0.990521804,0.917968165,1.068810,0.002916,0.005188,1.038030118,0.911346827,1.182323,-0.001253,0.005614,0.991888577,0.923423925,1.065429
Age 0-10 Male,0.027984,0.03793,1.02837923,0.954699355,1.107745,-0.466578,0.350247,0.954413942,0.891093239,1.022234,0.010215,0.004485,1.139685104,1.018399543,1.275415,-0.001526,0.004799,0.990130031,0.931407627,1.052555
Age 11-60 All,-0.00589,0.005092,0.994127312,0.98425495,1.004099,-0.028649,0.046019,0.9971392,0.988185719,1.006174,0.000748,0.000607,1.009620381,0.994361938,1.025113,-0.001247,0.000632,0.991927261,0.983972647,0.999946
Age 11-60 Female,0.00108,0.00714,1.001080583,0.987168633,1.015189,-0.018309,0.064763,0.998170775,0.985580523,1.010922,0.002274,0.00085,1.029534955,1.007812762,1.051725,-0.000828,0.000887,0.994632457,0.983456,1.005936
Age 11-60 Male,-0.011228,0.006321,0.988834799,0.976659543,1.001162,-0.036619,0.056873,0.996344797,0.985300106,1.007513,-0.00042,0.000754,0.994638425,0.976000332,1.013632,-0.001569,0.000785,0.989853328,0.980003241,0.999802
Age 60+All,0.002044,0.003755,1.00204609,0.994698304,1.009448,-0.00424,0.033712,0.99957609,0.992993112,1.006203,-0.000097,0.000449,0.99875917,0.987571764,1.010073,0.000369,0.000464,1.002401379,0.996493303,1.008344
Age 60+ Female,-0.002241,0.004783,0.997761509,0.988451522,1.007159,-0.008224,0.042859,0.999177938,0.990819635,1.007607,-0.000338,0.000572,0.995682945,0.981496593,1.010074,-0.000165,0.000591,0.998928075,0.99143505,1.006478
Age 60+ Male,0.006576,0.005113,1.006597669,0.996560449,1.016736,-0.000294,0.046017,0.9999706,0.990992085,1.009030,0.00016,0.000612,1.002050099,0.986782276,1.017554,0.000933,0.000632,1.006082926,0.998014793,1.014216
All: LAG 11,-0.000204,0.003312,0.999796021,0.993326845,1.006307,-0.018837,0.029905,0.998118073,0.992284836,1.003986,0.000243,0.000394,1.003115242,0.993248622,1.013080,-0.000003,0.00041,0.9999805,0.99477082,1.005217
Female,0.002471,0.004185,1.002474055,0.994284794,1.010731,0.007132,0.037751,1.000713454,0.993336306,1.008145,0.000291,0.000498,1.003731746,0.991269312,1.016351,0.000026,0.000518,1.000169014,0.99359031,1.006791
Male,-0.002719,0.004246,0.997284693,0.98901957,1.005619,-0.043171,0.038284,0.995692205,0.988248827,1.003192,0.000199,0.000504,1.002550447,0.989953653,1.015308,-0.000031,0.000526,0.99979852,0.993121029,1.006521
Warm All,-0.003974,0.004033,0.996033886,0.988191593,1.003938,-0.034458,0.035887,0.99656013,0.989575068,1.003594,0.00004,0.000507,1.000512131,0.987866595,1.013320,-0.000341,0.000497,0.997785955,0.991488153,1.004124
Warm Female,-0.000063,0.00468,0.999937002,0.990806719,1.009151,0.012019,0.041538,1.001202623,0.993084475,1.009387,0.00026,0.000589,1.003333544,0.988616456,1.018270,-0.000264,0.000576,0.998285471,0.990986626,1.005638
Warm Male,-0.007609,0.004699,0.992419875,0.98332161,1.001602,-0.078048,0.041876,0.992225578,0.984115022,1.000403,-0.000164,0.000589,0.997903002,0.983265571,1.012758,-0.000412,0.00058,0.997325583,0.989983305,1.004722
Cold All,0.004661,0.004106,1.004671879,0.996618969,1.012790,0.001581,0.037981,1.000158112,0.992740304,1.007631,0.000567,0.000443,1.007284,0.996151042,1.018541,0.000303,0.000522,1.001971441,0.995330158,1.008657
Cold Female,0.004966,0.005022,1.004978351,0.995134754,1.014919,-0.009471,0.046584,0.999053348,0.989973045,1.008217,0.000409,0.000542,1.005248928,0.991672372,1.019011,0.000264,0.00064,1.001717473,0.993583077,1.009918
Cold Male,0.004343,0.005141,1.004352444,0.994283044,1.014524,0.011678,0.04727,1.001168482,0.991935573,1.010487,0.000713,0.000555,1.009168173,0.995214049,1.023318,0.000339,0.000653,1.002205929,0.993902943,1.010578
Age 0-10 All,-0.006036,0.031947,0.99398218,0.933651422,1.058211,-0.559974,0.292183,0.945541594,0.892913767,1.001271,0.00467,0.003722,1.061598722,0.966956725,1.165504,-0.003666,0.00401,0.976452669,0.927821049,1.027633
Age 0-10 Female,-0.019412,0.0441,0.9807752,0.899561371,1.069321,-0.365284,0.402669,0.964130712,0.890963762,1.043306,-0.003773,0.005139,0.952853226,0.837594126,1.083973,-0.004177,0.00559,0.973214762,0.906316134,1.045051
Age 0-10 Male,0.003254,0.038926,1.0032593,0.929562754,1.082799,-0.68946,0.357004,0.933377081,0.870298708,1.001027,0.010192,0.004537,1.13934963,1.016772448,1.276704,-0.003364,0.004853,0.978371328,0.919713362,1.040770
Age 11-60 All,-0.005525,0.005095,0.994490235,0.984608479,1.004471,-0.039503,0.046118,0.996057492,0.987094571,1.005102,0.000301,0.000605,1.003860232,0.988738451,1.019213,-0.000753,0.000633,0.995117459,0.987124685,1.003175
Age 11-60 Female,0.003471,0.007152,1.003477031,0.989508504,1.017643,0.018442,0.064717,1.001845902,0.989218213,1.014635,0.000407,0.000849,1.005223194,0.984038642,1.026864,-0.000078,0.000888,0.999493129,0.988249463,1.010865
Age 11-60 Male,-0.012412,0.00632,0.987664711,0.975505774,0.999975,-0.083982,0.057136,0.991636966,0.980593914,1.002804,0.000221,0.000752,1.002832805,0.984090538,1.021932,-0.001278,0.000786,0.991727408,0.981846163,1.001708
Age 60+All,0.002724,0.00376,1.002727713,0.995365174,1.010145,-0.002884,0.033868,0.999711642,0.993097405,1.006370,0.000169,0.000447,1.002165541,0.990989702,1.013467,0.000432,0.000465,1.002811946,0.99688875,1.008770
Age 60+ Female,0.002098,0.00479,1.002100202,0.992736111,1.011553,0.003919,0.043144,1.000391977,0.991968105,1.008887,0.000274,0.00057,1.003513357,0.989265075,1.017967,0.000087,0.000593,1.00056566,0.993035048,1.008153
Age 60+ Male,0.003366,0.005123,1.003371671,0.993347149,1.013497,-0.010182,0.04609,0.998982318,0.989998511,1.008048,0.000059,0.000608,1.000755485,0.98560629,1.016138,0.000794,0.000633,1.005174341,0.997100791,1.013313
All: LAG 12,0.002116,0.003314,1.00211824,0.995630136,1.008649,0.015374,0.029953,1.001538582,0.995675988,1.007436,0.000473,0.000392,1.006072765,0.99622704,1.016016,0.000141,0.00041,1.00091692,0.995702361,1.006159
Female,0.008954,0.004187,1.008994207,1.000747759,1.017309,0.058486,0.0378,1.005865736,0.998441016,1.013346,0.000745,0.000496,1.009581613,0.997096575,1.022223,0.000729,0.000518,1.004749744,0.99814091,1.011402
Male,-0.004316,0.004249,0.995693301,0.98743556,1.004020,-0.025217,0.03838,0.997481477,0.990006094,1.005013,0.000218,0.000503,1.002794297,0.990219281,1.015529,-0.000413,0.000527,0.9973191,0.990645548,1.004038
Warm All,0.000115,0.004026,1.000115007,0.992254195,1.008038,0.019586,0.036137,1.001960519,0.994888855,1.009082,0.000253,0.000504,1.003243649,0.990638146,1.016010,0.000024,0.000498,1.000156012,0.993830589,1.006522
Warm Female,0.005226,0.004671,1.005239679,0.996078549,1.014485,0.063123,0.041824,1.006332265,0.998116572,1.014616,0.000371,0.000587,1.004760093,0.990071758,1.019666,0.000606,0.000576,1.003946768,0.996606531,1.011341
Warm Male,-0.004659,0.004694,0.995351836,0.986236357,1.004552,-0.021278,0.0422,0.997874462,0.989654883,1.006162,0.000144,0.000587,1.0018449,0.98719918,1.016708,-0.000522,0.000582,0.99661275,0.989250513,1.004030
Cold All,0.003562,0.004128,1.003568351,0.99548136,1.011721,0.00263,0.037684,1.000263035,0.992902245,1.007678,0.000801,0.000441,1.01030554,0.999189321,1.021545,0.000107,0.000521,1.000695742,0.994075579,1.007360
Cold Female,0.013306,0.00505,1.013394919,1.003413814,1.023475,0.044388,0.046161,1.004448666,0.995401848,1.013578,0.001365,0.00054,1.017625528,1.003932191,1.031506,0.000615,0.000639,1.004005501,0.995865212,1.012212
Cold Male,-0.00574,0.005167,0.994276442,0.984257903,1.004397,-0.037249,0.047013,0.996282029,0.987143907,1.005505,0.000264,0.000553,1.003384916,0.989560411,1.017403,-0.000378,0.000651,0.997546016,0.989306843,1.005854
Age 0-10 All,0.01087,0.031807,1.010929293,0.949830511,1.075958,0.134647,0.289521,1.013555757,0.957641856,1.072734,0.000129,0.003715,1.001652564,0.912515032,1.099497,-0.001258,0.003975,0.991856341,0.942877886,1.043379
Age 0-10 Female,0.082126,0.043578,1.085592586,0.996718516,1.182391,0.328087,0.398606,1.03335284,0.95569345,1.117323,0.006752,0.005204,1.090270249,0.956827311,1.242324,0.004261,0.005452,1.028083614,0.959098038,1.102031
Age 0-10 Male,-0.035501,0.038926,0.965121769,0.894226697,1.041637,0.034974,0.353969,1.003503523,0.936242716,1.075596,-0.004286,0.004488,0.946616908,0.845814049,1.059433,-0.00489,0.004865,0.968714833,0.910496613,1.030656
Age 11-60 All,-0.002783,0.005106,0.997220869,0.987290694,1.007251,0.006284,0.046289,1.000628597,0.991591308,1.009748,0.000909,0.000604,1.011703152,0.996488229,1.027150,-0.000535,0.000633,0.99652854,0.988524432,1.004597
Age 11-60 Female,0.008538,0.007154,1.008574553,0.994531169,1.022816,0.046751,0.06507,1.004686045,0.991953924,1.017582,0.001364,0.000845,1.017612503,0.996266826,1.039416,0.000565,0.000888,1.003679252,0.992388495,1.015098
Age 11-60 Male,-0.011449,0.006336,0.98861629,0.976415018,1.000970,-0.024579,0.057261,0.997545118,0.986412104,1.008804,0.000558,0.00075,1.007167968,0.988394272,1.026298,-0.00138,0.000786,0.99107011,0.981195414,1.001044
