Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Age 60+All,0.004664,0.00376,1.004674893,0.997298057,1.012106,0.018655,0.033902,1.001867241,0.995232111,1.008547,0.000243,0.000446,1.003115242,0.991953698,1.014402,0.000513,0.000465,1.003340066,0.99741375,1.009302
Age 60+ Female,0.008602,0.004793,1.008639104,0.999208034,1.018159,0.062135,0.043093,1.006232844,0.997769763,1.014768,0.000421,0.000569,1.005403346,0.991153094,1.019858,0.00077,0.000592,1.005017546,0.997466136,1.012626
Age 60+ Male,0.000503,0.005125,1.000503127,0.99050338,1.010604,-0.027736,0.046272,0.997230243,0.988226939,1.006316,0.000059,0.000606,1.000755485,0.985655745,1.016087,0.000239,0.000635,1.001554707,0.993484916,1.009690
All: LAG 13,0.001329,0.003308,1.001329884,0.994858583,1.007843,-0.018431,0.030037,0.998158597,0.99229945,1.004052,0.000425,0.000396,1.005454824,0.995515239,1.015494,0.000324,0.000408,1.002108219,0.996912855,1.007331
Female,0.006727,0.004181,1.006749677,0.998533317,1.015034,-0.000528,0.037902,0.999947201,0.992546325,1.007403,0.000733,0.0005,1.009426553,0.996843393,1.022169,0.000806,0.000516,1.005252748,0.998666051,1.011883
Male,-0.003708,0.004235,0.996298866,0.988063215,1.004603,-0.035472,0.038518,0.996459084,0.988964614,1.004010,0.000139,0.000507,1.001780784,0.989119213,1.014604,-0.000127,0.000523,0.999174841,0.992539449,1.005855
Warm All,0.001161,0.004002,1.001161674,0.993339361,1.009046,-0.036366,0.036378,0.996370004,0.989291065,1.003500,0.000963,0.000508,1.012402683,0.999581783,1.025388,0.000142,0.000493,1.000923426,0.994656508,1.007230
Warm Female,0.003305,0.004653,1.003310468,0.994201994,1.012502,-0.056844,0.042058,0.994331726,0.986168775,1.002562,0.001622,0.00059,1.020978621,1.005977474,1.036203,0.000311,0.000573,1.002023545,0.994735387,1.009365
Warm Male,-0.000798,0.004658,0.999202318,0.990121437,1.008366,-0.016911,0.042541,0.998310329,0.990020988,1.006669,0.000349,0.000592,1.004477193,0.989668841,1.019507,-0.000011,0.000574,0.999928503,0.992642937,1.007268
Cold All,-0.001275,0.004144,0.998725812,0.990646776,1.006871,0.013791,0.037425,1.001380051,0.994061503,1.008752,-0.00033,0.000444,0.995784909,0.984754338,1.006939,0.000367,0.000521,1.002388348,0.995756987,1.009064
Cold Female,0.010719,0.005063,1.010776654,1.000795837,1.020857,0.106201,0.045845,1.010676693,1.001635816,1.019799,-0.000406,0.000543,0.99481668,0.981356399,1.008462,0.001557,0.000636,1.010171885,1.002019897,1.018390
Cold Male,-0.012765,0.005189,0.987316127,0.977325578,0.997409,-0.074163,0.046745,0.992611133,0.983558344,1.001747,-0.000246,0.000557,0.996856152,0.983022946,1.010884,-0.000777,0.000652,0.994962232,0.986731829,1.003261
Age 0-10 All,0.00534,0.031932,1.005354283,0.944361048,1.070287,-0.218816,0.292723,0.978356066,0.92380404,1.036129,0.003853,0.003734,1.050554794,0.956609332,1.153726,0.000503,0.003975,1.003274851,0.953732543,1.055391
Age 0-10 Female,0.065324,0.044277,1.06750484,0.978769685,1.164285,0.021131,0.397,1.002115334,0.927095313,1.083206,0.006695,0.005245,1.089475078,0.955146488,1.242695,0.006244,0.005532,1.041420868,0.970550658,1.117466
Age 0-10 Male,-0.031932,0.038781,0.968572443,0.897678978,1.045065,-0.359258,0.361086,0.964711872,0.898796479,1.035461,0.001911,0.004495,1.02476242,0.915477255,1.147094,-0.003099,0.004815,0.980058025,0.921745061,1.042060
Age 11-60 All,-0.000562,0.005088,0.999438158,0.989520813,1.009455,0.007987,0.046408,1.000799019,0.991737059,1.009944,0.000066,0.000609,1.000845157,0.985669876,1.016254,0.000063,0.000629,1.000409584,0.992424877,1.008459
Age 11-60 Female,0.0052,0.007154,1.005213543,0.991216958,1.019408,-0.006206,0.06532,0.999379593,0.986666371,1.012257,0.00062,0.000854,1.007967574,0.986601419,1.029796,0.000762,0.000884,1.004965286,0.993710701,1.016347
Age 11-60 Male,-0.004921,0.006299,0.995091088,0.982881181,1.007453,0.018112,0.057454,1.001812841,0.990594725,1.013158,-0.000349,0.000756,0.995542763,0.97683871,1.014605,-0.000471,0.000779,0.996943182,0.987097994,1.006887
Age 60+All,0.002306,0.003756,1.002308661,0.994956999,1.009715,-0.030886,0.033979,0.996916165,0.990298878,1.003578,0.000587,0.000449,1.007541898,0.996256114,1.018956,0.000459,0.000463,1.002987955,0.997089125,1.008922
Age 60+ Female,0.007026,0.004786,1.00705074,0.99764821,1.016542,0.002372,0.043217,1.000237228,0.991800469,1.008746,0.00074,0.000572,1.009517001,0.995133544,1.024108,0.000785,0.00059,1.00511554,0.997588812,1.012699
Age 60+ Male,-0.002666,0.005118,0.997337551,0.98738299,1.007392,-0.066628,0.046414,0.993359347,0.984363594,1.002437,0.000427,0.000612,1.005480564,0.990160472,1.021038,0.000114,0.000631,1.000741275,0.992728625,1.008819
All: LAG 14,-0.00263,0.003293,0.997373455,0.990956857,1.003832,-0.042595,0.030128,0.995749559,0.989886897,1.001647,0.000614,0.000396,1.007890165,0.997926505,1.017953,-0.000201,0.000406,0.998694353,0.993542003,1.003873
Female,0.001464,0.004159,1.001465072,0.993334672,1.009662,-0.003041,0.037921,0.999695946,0.992293235,1.007154,0.000818,0.0005,1.010525406,0.997928548,1.023281,0.000188,0.000513,1.001222747,0.994700472,1.007788
Male,-0.006398,0.004216,0.993622424,0.985445594,1.001867,-0.079666,0.038632,0.992065049,0.984581627,0.999605,0.000423,0.000508,1.005429084,0.992696497,1.018325,-0.000559,0.000519,0.996373093,0.989806747,1.002983
Warm All,-0.002693,0.003972,0.997310623,0.989576584,1.005105,-0.045744,0.036382,0.995436047,0.988362968,1.002560,0.00119,0.000509,1.015348598,1.002465242,1.028398,-0.000359,0.000488,0.99766922,0.991485833,1.003891
Warm Female,0.001977,0.004609,1.001978956,0.9929682,1.011071,-0.006362,0.041974,0.999364002,0.991176058,1.007620,0.001509,0.00059,1.019502945,1.00452348,1.034706,-0.000059,0.000567,0.999616574,0.992421781,1.006864
Warm Male,-0.006985,0.004623,0.993039338,0.984081973,1.002078,-0.082794,0.042539,0.99175478,0.983520258,1.000058,0.000891,0.000594,1.011470083,0.996508637,1.026656,-0.000632,0.000568,0.995900426,0.988719784,1.003133
Cold All,-0.003818,0.004151,0.996189279,0.988117205,1.004327,-0.036776,0.037879,0.996329154,0.988959514,1.003754,-0.000095,0.000446,0.998784739,0.98767138,1.010023,0.000054,0.000522,1.000351062,0.993720519,1.007026
Cold Female,-0.000324,0.005071,0.999676052,0.989789327,1.009662,0.001672,0.046352,1.000167214,0.991121854,1.009295,-0.000015,0.000545,0.999808018,0.986230716,1.013572,0.000674,0.000638,1.004390611,0.996259892,1.012588
Cold Male,-0.007054,0.005202,0.992970821,0.982898008,1.003147,-0.072634,0.047281,0.992762915,0.983605403,1.002006,-0.000167,0.000558,0.997864683,0.983992795,1.011932,-0.000534,0.000654,0.996535017,0.988266422,1.004873
Age 0-10 All,0.011272,0.031644,1.011335768,0.950516042,1.076047,0.272134,0.282022,1.027587066,0.972327194,1.085988,0.002727,0.0037,1.035521951,0.943725442,1.136248,0.001911,0.003952,1.012498967,0.962783241,1.064782
Age 0-10 Female,0.029956,0.04409,1.030409195,0.94510391,1.123414,-0.283298,0.395581,0.972067726,0.89954727,1.050435,0.003151,0.005141,1.041157214,0.91517076,1.184488,0.004295,0.005514,1.028310845,0.958552581,1.103146
Age 0-10 Male,-0.003452,0.038343,0.996553951,0.924405658,1.074333,0.610885,0.341318,1.062992985,0.994207016,1.136538,0.002273,0.004484,1.029521777,0.919982904,1.152103,0.000201,0.004782,1.001307354,0.942126071,1.064206
Age 11-60 All,-0.002461,0.005079,0.997542026,0.987660919,1.007522,0.000562,0.046631,1.000056202,0.990957654,1.009238,0.00031,0.000611,1.003975883,0.988703522,1.019484,0.000114,0.000626,1.000741275,0.992791864,1.008754
Age 11-60 Female,0.002146,0.007132,1.002148304,0.988237011,1.016255,0.008033,0.065582,1.000803623,0.988021548,1.013751,0.000858,0.000854,1.011042928,0.989611584,1.032938,0.00085,0.000879,1.005540291,0.994342604,1.016864
Age 11-60 Male,-0.005849,0.006291,0.994168072,0.981984888,1.006502,-0.004509,0.057702,0.999549202,0.988308392,1.010918,-0.000106,0.00076,0.99864412,0.979783471,1.017868,-0.000438,0.000775,0.997157049,0.987360064,1.007051
Age 60+All,-0.002855,0.003736,0.997149072,0.989874056,1.004478,-0.068763,0.034073,0.993147288,0.986536842,0.999802,0.000759,0.00045,1.009762546,0.998426839,1.021227,-0.000392,0.00046,0.997455243,0.991626852,1.003318
Age 60+ Female,0.00094,0.004764,1.000940442,0.99163772,1.010330,-0.005845,0.043243,0.999415671,0.990980791,1.007922,0.000784,0.000573,1.010085721,0.995669181,1.024711,-0.000145,0.000587,0.999057944,0.991614476,1.006557
Age 60+ Male,-0.006813,0.005086,0.993210156,0.983358466,1.003161,-0.136099,0.046584,0.986482296,0.977516249,0.995531,0.000732,0.000613,1.009413632,0.994008676,1.025057,-0.000649,0.000626,0.995790385,0.987880302,1.003764
,,,,,,,,,,,,,,,,,,,,
Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Air Pollutant:,AQHIX,,IQR=1.5,,,NO2,,IQR=8.8,,,O3H8,,IQR=19,,,SO2,,IQR=1.2,,
All: LAG 0,0.010298,0.002207,1.015566922,1.008998667,1.022178,0.002209,0.000383,1.019629372,1.012915915,1.026387,0.000156,0.000256,1.002968397,0.993452092,1.012576,0.000844,0.001006,1.001013313,0.998647603,1.003385
Female,0.008123,0.002799,1.012259033,1.003963273,1.020623,0.001904,0.000486,1.016896356,1.008407821,1.025456,-0.000054,0.000323,0.998974526,0.987030321,1.011063,-0.000668,0.001428,0.999198721,0.995848386,1.002560
Male,0.012332,0.002829,1.018670148,1.01023274,1.027178,0.002495,0.000491,1.022198807,1.013578595,1.030892,0.000353,0.000328,1.006729542,0.99450742,1.019102,0.002248,0.001195,1.002701242,0.999886966,1.005523
Warm All,0.010236,0.002715,1.015472478,1.007399139,1.023611,0.002555,0.000472,1.02273867,1.014446298,1.031099,-0.000234,0.000317,0.995563869,0.983880256,1.007386,0.000213,0.001004,1.000255633,0.997896408,1.002620
Warm Female,0.00781,0.003161,1.011783889,1.002424595,1.021231,0.002016,0.00055,1.017899103,1.008288561,1.027601,-0.000255,0.000368,0.995166718,0.98162166,1.008899,-0.000462,0.001478,0.999445754,0.995977456,1.002926
Warm Male,0.012486,0.003161,1.018905488,1.009480316,1.028419,0.003056,0.00055,1.027257675,1.017558774,1.037049,-0.000215,0.000369,0.995923332,0.982331393,1.009703,0.000847,0.001218,1.001016917,0.998153371,1.003889
Cold All,0.010873,0.002701,1.016443226,1.008403674,1.024547,0.00165,0.000465,1.014625927,1.006520849,1.022796,0.000852,0.000305,1.016319736,1.004841482,1.027929,0.003604,0.000964,1.004334165,1.00205959,1.006614
Cold Female,0.008482,0.003314,1.012804282,1.002984284,1.022720,0.001696,0.000571,1.015036731,1.005089098,1.025083,0.000235,0.000374,1.004474983,0.990581871,1.018563,-0.003283,0.00136,0.99606815,0.992887097,0.999259
Cold Male,0.013186,0.00339,1.0199759,1.009860699,1.030192,0.001609,0.000584,1.014259916,1.004094729,1.024528,0.001445,0.000382,1.027835361,1.013317215,1.042562,0.010171,0.001141,1.012279987,1.009567042,1.015000
Age 0-10 All,0.039714,0.021164,1.061381116,0.997352351,1.129520,0.006391,0.003616,1.057852384,0.99389077,1.125930,0.002744,0.002462,1.053519011,0.961222968,1.154677,0.021764,0.002233,1.026460832,1.021083975,1.031866
Age 0-10 Female,0.049354,0.029243,1.076840187,0.98812762,1.173517,0.007289,0.004948,1.066245074,0.979023234,1.161238,0.004176,0.003491,1.082576664,0.950601022,1.232875,0.017318,0.003216,1.020999041,1.013305306,1.028751
Age 0-10 Male,0.03419,0.025735,1.052622848,0.975918793,1.135356,0.005914,0.004425,1.053421249,0.976013169,1.136969,0.001929,0.002946,1.037330929,0.929546878,1.157613,0.025289,0.002868,1.030811958,1.023881978,1.037789
Age 11-60 All,0.012891,0.003404,1.019524661,1.009372388,1.029779,0.002543,0.000592,1.022630675,1.01224191,1.033126,0.000447,0.000393,1.008529168,0.993876505,1.023398,-0.001637,0.001125,0.998037528,0.995400212,1.000682
Age 11-60 Female,0.009244,0.00479,1.013962579,0.999783423,1.028343,0.001864,0.000836,1.016538471,1.001985841,1.031302,0.000296,0.00055,1.005639844,0.985251835,1.026450,-0.007087,0.001659,0.99153166,0.987670274,0.995408
Age 11-60 Male,0.015647,0.004218,1.0237481,1.011131074,1.036523,0.003051,0.000732,1.027212476,1.014324896,1.040264,0.000562,0.000489,1.010735213,0.992495937,1.029310,0.002403,0.001327,1.002887762,0.999762524,1.006023
Age 60+All,0.008589,0.002505,1.01296685,1.005534057,1.020455,0.001984,0.000434,1.017612503,1.01002347,1.025259,-0.000029,0.00029,0.999449152,0.988713575,1.010301,0.002006,0.002717,1.0024101,0.996024738,1.008836
Age 60+ Female,0.007267,0.003206,1.010960127,1.001475948,1.020534,0.001873,0.000555,1.016618984,1.006933687,1.026397,-0.000248,0.000371,0.995299084,0.981642549,1.009146,0.002092,0.003477,1.002513554,0.994348526,1.010746
Age 60+ Male,0.00997,0.003415,1.015067386,1.004926998,1.025310,0.0021,0.000593,1.018651812,1.008286077,1.029124,0.0002,0.000395,1.003807229,0.989149496,1.018682,0.001896,0.00396,1.00227779,0.992985994,1.011657
All: LAG 1,0.007113,0.002222,1.010726622,1.004145388,1.017351,0.001184,0.000386,1.010473669,1.003768555,1.017224,0.000489,0.000257,1.009334295,0.999720359,1.019041,0.004984,0.001048,1.005998721,1.003522092,1.008481
Female,0.006291,0.002811,1.009481164,1.001172847,1.017858,0.000924,0.000489,1.008164348,0.999696974,1.016703,0.000571,0.000325,1.010908064,0.998746786,1.023217,0.004481,0.00144,1.005391683,1.001992302,1.008803
Male,0.007887,0.00285,1.011900757,1.003457463,1.020415,0.001427,0.000495,1.012636778,1.00402793,1.021319,0.000414,0.00033,1.007897018,0.995586568,1.020360,0.00545,0.001244,1.006561432,1.003620651,1.009511
Warm All,0.007506,0.002732,1.011322621,1.003232132,1.019478,0.001393,0.000477,1.012333842,1.00403924,1.020697,0.00038,0.000318,1.007246127,0.995388346,1.019245,0.004,0.001124,1.004811538,1.002158679,1.007471
Warm Female,0.007185,0.003171,1.010835786,1.001455819,1.020304,0.001098,0.000554,1.009709232,1.000107014,1.019404,0.000629,0.000369,1.012022699,0.998211042,1.026025,0.003047,0.001547,1.003663093,1.000017856,1.007322
Warm Male,0.007815,0.003185,1.011791478,1.002361384,1.021310,0.001669,0.000556,1.014795587,1.005110325,1.024574,0.00015,0.000371,1.002854065,0.989093868,1.016806,0.004879,0.001335,1.005871973,1.002718569,1.009035
Cold All,0.006465,0.002732,1.009744673,1.001666808,1.017888,0.00082,0.000468,1.007242098,0.999144302,1.015406,0.000667,0.000309,1.012753643,1.00116652,1.024475,0.010894,0.000958,1.013158623,1.010878327,1.015444
Cold Female,0.004082,0.003345,1.006141784,0.996295578,1.016085,0.000543,0.000574,1.004789835,0.994891143,1.014787,0.000393,0.000378,1.007494948,0.993412076,1.021777,0.011316,0.001344,1.013671816,1.010472569,1.016881
Cold Male,0.008764,0.00343,1.013232789,1.003066492,1.023502,0.001088,0.000587,1.009620381,0.999449975,1.019894,0.000931,0.000388,1.017846377,1.003245134,1.032660,0.010491,0.001141,1.012668778,1.009954791,1.015390
Age 0-10 All,0.030501,0.020989,1.046814245,0.984170465,1.113445,0.003851,0.003593,1.034469567,0.972307405,1.100606,0.003425,0.002475,1.067239064,0.97326975,1.170281,0.010824,0.002304,1.013073521,1.007598515,1.018578
Age 0-10 Female,-0.000309,0.029616,0.999536607,0.916187226,1.090469,-0.001423,0.004993,0.987555679,0.906067326,1.076373,0.001674,0.003521,1.032317216,0.905456502,1.176952,-0.033841,0.003263,0.960204304,0.952863349,0.967602
Age 0-10 Male,0.050034,0.025196,1.077939124,1.000975235,1.160821,0.007406,0.004359,1.067343445,0.990038714,1.150684,0.00447,0.002954,1.088640859,0.975234855,1.215234,0.037642,0.002917,1.046206118,1.03905289,1.053409
Age 11-60 All,0.008818,0.003428,1.013314864,1.003153642,1.023579,0.001154,0.000598,1.010206939,0.999840909,1.020680,0.000958,0.000395,1.018368666,1.003498305,1.033459,0.005075,0.001149,1.006108582,1.003393296,1.008831
Age 11-60 Female,0.010412,0.004811,1.015740598,1.001474746,1.030210,0.001134,0.000843,1.010029158,0.995449521,1.024822,0.001379,0.000552,1.026547264,1.00566048,1.047868,0.006313,0.001659,1.007604367,1.003680388,1.011544
Age 11-60 Male,0.007641,0.004251,1.011527435,0.998964097,1.024249,0.001173,0.00074,1.01037586,0.997561857,1.023354,0.000636,0.000492,1.012157307,0.993781336,1.030873,0.004185,0.001359,1.005034631,1.001827299,1.008252
Age 60+All,0.005947,0.002518,1.008960406,1.001518732,1.016457,0.00117,0.000437,1.010349186,1.002762433,1.017993,0.000205,0.000292,1.003902595,0.993045217,1.014879,0.004879,0.002729,1.005871973,0.999436351,1.012349
Age 60+ Female,0.004469,0.003216,1.006726019,0.997252242,1.016290,0.000848,0.000558,1.007490313,0.997840351,1.017234,0.000189,0.000373,1.003597455,0.989753338,1.017635,0.003908,0.003473,1.004700613,0.996527148,1.012941
Age 60+ Male,0.007499,0.003434,1.011312002,1.001153204,1.021574,0.00151,0.000596,1.013376678,1.003012721,1.023848,0.000221,0.000398,1.004207828,0.9894337,1.019203,0.005886,0.003991,1.007088203,0.997679066,1.016586
All: LAG 2,0.004961,0.002238,1.007469257,1.000862151,1.014120,0.001013,0.000389,1.008954252,1.002207361,1.015747,0.000131,0.000258,1.0024921,0.992906359,1.012170,0.004654,0.0011,1.005600424,1.003002097,1.008205
Female,0.006913,0.002827,1.01042345,1.002060239,1.018856,0.001364,0.000491,1.012075528,1.003540685,1.020683,0.00023,0.000326,1.004379562,0.99225987,1.016647,0.005521,0.001476,1.006647195,1.003158626,1.010148
Male,0.003131,0.00287,1.004707546,0.99626569,1.013221,0.000684,0.000498,1.006037352,0.997432996,1.014716,0.000038,0.000331,1.000722261,0.988462632,1.013134,0.003848,0.001286,1.004628278,1.001594197,1.007672
Warm All,0.003858,0.002745,1.005803777,0.997719305,1.013954,0.000923,0.000479,1.008155476,0.999860618,1.016519,-0.000043,0.000319,0.999183334,0.987383701,1.011124,0.004804,0.001228,1.005781448,1.002880685,1.008691
Warm Female,0.006317,0.003185,1.009520535,1.000111606,1.019018,0.001291,0.000555,1.011425579,1.00178976,1.021154,0.000172,0.000371,1.003273346,0.989507395,1.017231,0.00525,0.001622,1.006319887,1.002488146,1.010166
Warm Male,0.001584,0.003197,1.002378825,0.993001425,1.011845,0.000583,0.000558,1.005143583,0.995516099,1.014864,-0.000242,0.000372,0.995412555,0.981717903,1.009298,0.004388,0.001427,1.005279488,1.00191112,1.008659
Cold All,0.007034,0.002746,1.010606858,1.002480832,1.018799,0.001176,0.000471,1.010402534,1.002227469,1.018644,0.000428,0.00031,1.008165155,0.996593416,1.019871,0.004469,0.000987,1.005377206,1.003046006,1.007714
Cold Female,0.007677,0.003362,1.011582059,1.001632551,1.021630,0.001452,0.000576,1.012859582,1.002846796,1.022972,0.00028,0.00038,1.005334176,0.991207681,1.019662,0.006239,0.00136,1.007514896,1.004297287,1.010743
Cold Male,0.006442,0.003444,1.009709838,0.999537747,1.019985,0.000915,0.00059,1.008084505,0.997877935,1.018395,0.000572,0.000389,1.010927271,0.996388178,1.025679,0.002771,0.00116,1.003330735,1.000597058,1.006072
Age 0-10 All,0.018698,0.021331,1.02844402,0.965927847,1.095006,0.002629,0.003673,1.023404895,0.960581255,1.090337,0.001736,0.002451,1.033534003,0.943375159,1.132309,0.025443,0.002355,1.031002469,1.025307574,1.036729
Age 0-10 Female,0.038152,0.030271,1.058897211,0.968730585,1.157456,0.003096,0.005136,1.027619333,0.940502541,1.122806,0.005776,0.003443,1.11599234,0.981696266,1.268660,0.043509,0.003323,1.053597818,1.045395313,1.061865
Age 0-10 Male,0.00612,0.02551,1.009222265,0.936299945,1.087824,0.002189,0.004431,1.019449933,0.944440408,1.100417,-0.00083,0.002948,0.984353695,0.882008558,1.098575,0.013824,0.002937,1.016727158,1.009727988,1.023775
Age 11-60 All,0.002905,0.00345,1.004367008,0.994231204,1.014606,0.000689,0.0006,1.006081618,0.99572357,1.016547,-0.00002,0.000396,0.999620072,0.984986799,1.014471,0.002484,0.001187,1.002985247,1.000188994,1.005789
Age 11-60 Female,0.006733,0.004845,1.010150672,0.995863778,1.024643,0.0015,0.000845,1.013287505,0.998626384,1.028164,0.000051,0.000555,1.00096947,0.980493561,1.021873,0.002503,0.001678,1.003008115,0.999057389,1.006974
Age 11-60 Male,-0.000021,0.004275,0.9999685,0.987479048,1.012616,0.000075,0.000742,1.000660218,0.987935353,1.013549,-0.000075,0.000493,0.998576015,0.980410105,1.017079,0.002462,0.00139,1.002958769,0.99968517,1.006243
Age 60+All,0.005932,0.002533,1.008937705,1.001452033,1.016479,0.001172,0.000439,1.010366968,1.00274549,1.018046,0.000197,0.000293,1.003750014,0.992857311,1.014762,0.005644,0.002737,1.006795787,1.000335432,1.013298
Age 60+ Female,0.006783,0.003231,1.010226436,1.000675588,1.019868,0.001292,0.00056,1.01143448,1.001712184,1.021251,0.000274,0.000374,1.005219575,0.991316164,1.019318,0.006641,0.003482,1.008001039,0.99977956,1.016290
Age 60+ Male,0.005042,0.003457,1.007591672,0.997402799,1.017885,0.001046,0.000601,1.009247294,0.998839426,1.019764,0.000117,0.000399,1.002225473,0.987443736,1.017228,0.004593,0.003975,1.005526817,0.996169754,1.014972
All: LAG 3,0.000417,0.002237,1.000625696,0.994066394,1.007228,0.000356,0.000388,1.003137712,0.996446903,1.009873,-0.000291,0.000257,0.994486257,0.985013749,1.004050,0.00055,0.001137,1.000660218,0.997987803,1.003340
Female,0.001593,0.002824,1.002392357,0.994104388,1.010749,0.000633,0.000489,1.005585944,0.997140225,1.014103,-0.000305,0.000325,0.994221759,0.982261218,1.006328,0.001532,0.001507,1.001840091,0.99829539,1.005397
Male,-0.000687,0.002866,0.998970031,0.990588032,1.007423,0.000094,0.000497,1.000827542,0.99228486,1.009444,-0.000278,0.000329,0.994731925,0.982618865,1.006994,-0.000376,0.001318,0.999548902,0.996455162,1.002652
Warm All,-0.000049,0.002743,0.999926503,0.991895103,1.008023,0.00034,0.000477,1.00299648,0.994778384,1.011282,-0.0004,0.000318,0.992428807,0.980745463,1.004251,0.000509,0.001273,1.000610987,0.997619542,1.003611
Warm Female,0.001627,0.00318,1.00244348,0.99311511,1.011859,0.000879,0.000552,1.007765194,0.998215897,1.017406,-0.00058,0.00037,0.989040498,0.975506164,1.002763,0.001756,0.001657,1.002109422,0.998211537,1.006023
Warm Male,-0.001614,0.003196,0.997581928,0.988252309,1.007000,-0.000165,0.000556,0.998549054,0.98901885,1.008171,-0.000232,0.000371,0.995601701,0.981941014,1.009452,-0.000668,0.001468,0.999198721,0.995754701,1.002655
Cold All,0.001213,0.002731,1.001821156,0.9938096,1.009897,0.000394,0.00047,1.003473218,0.995371385,1.011641,-0.000132,0.000308,0.997495142,0.986119318,1.009002,0.001642,0.00102,1.001972343,0.999571452,1.004379
Cold Female,0.00135,0.003341,1.002027052,0.992232782,1.011918,0.000201,0.000576,1.001770365,0.991867204,1.011772,0.000108,0.000377,1.002054107,0.988084084,1.016222,0.001231,0.001389,1.001478292,0.998211873,1.004755
Cold Male,0.001086,0.003425,1.001630328,0.991595021,1.011767,0.000578,0.000589,1.005099358,0.994940172,1.015362,-0.00036,0.000386,0.99318334,0.979008808,1.007563,0.002035,0.001188,1.002444984,0.999647886,1.005250
Age 0-10 All,-0.011066,0.021088,0.983538004,0.924411722,1.046446,-0.001337,0.003623,0.988303344,0.928434816,1.052032,-0.001314,0.002474,0.975343073,0.889498232,1.069473,0.003547,0.002383,1.004265471,0.998652493,1.009910
Age 0-10 Female,0.012794,0.029754,1.019376331,0.933993537,1.112565,-0.00008,0.005038,0.999296248,0.916127782,1.090015,0.003487,0.003507,1.068497013,0.937678931,1.217566,0.026841,0.003328,1.032733531,1.024681409,1.040849
Age 0-10 Male,-0.025157,0.025339,0.962967612,0.89383672,1.037445,-0.002089,0.004392,0.98178474,0.910158594,1.059048,-0.004128,0.002961,0.924564928,0.828035178,1.032348,-0.009498,0.002974,0.988667107,0.981775661,0.995607
Age 11-60 All,-0.00433,0.003439,0.993526047,0.983531454,1.003622,-0.000557,0.000597,0.995110393,0.984916261,1.005410,-0.000471,0.000394,0.991090923,0.976655245,1.005740,-0.002873,0.00122,0.996558336,0.993702871,0.999422
Age 11-60 Female,-0.005328,0.004823,0.992039851,0.978072364,1.006207,-0.000786,0.00084,0.993107066,0.978822344,1.007600,-0.000467,0.000552,0.991166249,0.97099935,1.011752,-0.006739,0.001706,0.99194581,0.98797359,0.995934
Age 11-60 Male,-0.003547,0.004265,0.994693629,0.982298937,1.007245,-0.000381,0.000739,0.996652814,0.984029825,1.009438,-0.000471,0.00049,0.991090923,0.973169898,1.009342,0.000025,0.00142,1.00003,0.996695631,1.003376
Age 60+All,0.003108,0.002534,1.004672884,0.997215923,1.012186,0.000866,0.000439,1.007649912,1.000048929,1.015309,-0.000183,0.000292,0.996529038,0.985751406,1.007425,0.002363,0.002758,1.002839624,0.996355442,1.009366
Age 60+ Female,0.004673,0.003227,1.007034124,0.997525187,1.016634,0.001281,0.000558,1.011336577,1.001649775,1.021117,-0.000257,0.000373,0.995128902,0.981401605,1.009048,0.005066,0.003514,1.006097716,0.997816659,1.014447
Age 60+ Male,0.001464,0.003459,1.002198413,0.992058244,1.012442,0.000427,0.000601,1.003764669,0.99341334,1.014224,-0.000105,0.000398,0.998006989,0.983324088,1.012909,-0.000519,0.003969,0.999377394,0.990091528,1.008750
All: LAG 4,0.001514,0.002239,1.002273581,0.995697622,1.008893,0.000308,0.00039,1.002714076,0.995991735,1.009482,0.000041,0.000257,1.000779303,0.991246854,1.010403,-0.000513,0.001141,0.999384589,0.996706204,1.002070
Female,0.005443,0.002829,1.00819792,0.999847252,1.016618,0.00089,0.000492,1.00786275,0.999346198,1.016452,0.000384,0.000325,1.007322681,0.995204535,1.019588,0.002125,0.001507,1.002553254,0.99900603,1.006113
Male,-0.002164,0.002864,0.996759263,0.988401626,1.005188,-0.000237,0.000499,0.997916573,0.989364608,1.006542,-0.000281,0.000328,0.994675227,0.982599449,1.006899,-0.002968,0.001319,0.996444735,0.993358266,0.999541
Warm All,0.002357,0.002748,1.003541757,0.995466687,1.011682,0.000481,0.000478,1.004241771,0.995996292,1.012556,0.000053,0.000318,1.001007507,0.989223171,1.012932,-0.000036,0.001283,0.999956801,0.996943864,1.002979
Warm Female,0.005457,0.003189,1.008219093,0.998810548,1.017716,0.000927,0.000554,1.008190964,0.998603184,1.017871,0.000343,0.000369,1.006538282,0.992801474,1.020465,0.002576,0.001665,1.003095983,0.99917546,1.007032
